m,X,Y,Z
,-0.029708862,-1.295639038,-0.306121826
,-0.082855225,-1.137481689,-0.093383789
,-0.028594971,-0.43788147,-0.134155273
,0.1118927,-1.105636597,0.18309021
,-0.035720825,-1.231811523,-0.099136353
,0.068145752,-0.063415527,0.087112427
,0.155288696,-1.128326416,-0.158981323
