m,X,Y,Z
,0.207443237,-1.573471069,-0.723861694
,-0.043136597,-0.579376221,-0.213363647
,-0.102523804,-0.153579712,-0.017868042
,0.107971191,-1.797134399,0.126739502
,0.155502319,-1.216842651,-0.155715942
,0.018310547,-0.222808838,0.025848389
,0.138183594,-0.787628174,0.047027588
,-0.054077148,-1.669204712,-0.52015686
