m,X,Y,Z
,0.069854736,-1.331130981,-0.278945923
,0.01902771,-0.489318848,-0.208297729
,-0.076797485,-0.289169312,-0.094726563
,-0.186782837,-1.913589478,-1.081069946
,0.195022583,0.003829956,-0.092224121
,0.016235352,-0.829284668,-0.273696899
