m,X,Y,Z
,-0.050979614,-0.914154053,-0.327560425
,-0.007400513,-1.408157349,-0.498382568
,0.07711792,-0.74772644,-0.374664307
,-0.008956909,-0.516494751,-0.154067993
,-0.002166748,-0.911849976,0.002761841
,0.077148438,-1.722335815,-0.303222656
,-0.009185791,-1.076416016,-0.142456055
,0.084075928,-0.55770874,-0.094192505
,0.229858398,-0.541931152,0.035247803
,-0.108016968,-1.550079346,-0.160583496
