m,X,Y,Z
,0.075637817,-0.875854492,-0.301818848
,-0.134460449,-1.411071777,-0.285995483
,-0.024673462,0.303955078,-0.049926758
,-0.252548218,-2.476989746,-0.17477417
,0.190185547,-0.359771729,-0.3697052
,0.087753296,-0.442459106,-0.224609375
