m,X,Y,Z
,-0.021560669,-1.463317871,-0.267730713
,-0.049987793,-0.906768799,-0.114257813
,-0.065246582,-0.242736816,-0.368041992
,0.000595093,-1.271102905,0.25050354
,-0.031661987,-1.357131958,-0.118423462
,0.080947876,-0.270278931,0.010910034
,0.244689941,-1.069961548,-0.233856201
,0.201599121,-1.498001099,-0.396499634
