m,X,Y,Z
,0.082229614,-0.951873779,-0.30821228
,-0.049865723,-1.39730835,-0.253890991
,0.037094116,0.310256958,-0.064559937
,0.01234436,-2.090942383,-0.214492798
,0.059310913,-0.524246216,-0.156692505
,0.147323608,-0.534744263,-0.046875
,0.238327026,-1.630477905,-0.621124268
