f,X,Y,Z
,0.179412842,-0.159347534,-1.010055542
,0.118804932,-0.209899902,-0.948287964
,0.185256958,-0.497253418,-1.698272705
,0.231948853,-0.174926758,0.142364502
,-0.327789307,0.348587036,-1.492904663
,0.938354492,0.125930786,-1.581115723
,-0.962753296,0.212539673,-0.610229492
,1.142730713,0.266342163,-1.173324585
,0.016891479,-0.302734375,-0.96307373
