b,X,Y,Z
,0.191284,0.601852,-0.50703
,0.245087,0.170914,-3.26189
,-0.19917,0.318512,-0.08557
,0.318375,-0.40125,0.298294
,0.954666,0.421112,-2.00978
,-0.11324,0.226715,-1.52307
