b,X,Y,Z
,0.044724,-0.99759,0.047089
,-0.11868,-0.38173,0.6474
,0.120865,0.781418,-1.64574
,0.191559,0.275299,-2.4081
,-0.55124,0.152054,-0.21242
,0.217514,0.015991,0.656708
,1.162048,0.195541,-1.56154
,-0.07304,0.378418,-1.06824
