b,X,Y,Z
,-0.11359,-0.41432,-0.02713
,0.396378,0.302155,-1.62456
,-0.09749,0.360397,-2.71248
,-0.21603,0.055634,0.206787
,0.407547,-0.30408,-0.02399
,0.42157,0.060013,-1.47046
,-0.2704,0.061325,-2.46606
