l,X,Y,Z
,-0.02494812,-0.797225952,0.047546387
,0.073852539,-0.517959595,-0.3618927
,-0.016143799,-0.916595459,-1.359710693
,-0.431243896,-0.561264038,-0.935760498
,0.480545044,-0.505264282,-0.931686401
