l,X,Y,Z
,0.008361816,-0.749603271,-0.373077393
,-0.023696899,-0.194488525,0.193359375
,-0.045547485,-0.332229614,-1.719436646
,-0.554824829,0.107666016,-1.085144043
,0.32208252,-0.276550293,-0.868988037
,0.152938843,-0.31211853,-1.033401489
