l,X,Y,Z
,-0.040969849,-0.744720459,-0.05581665
,-0.107849121,-0.608825684,-0.043823242
,-0.102142334,-1.344009399,-0.196228027
,-0.194732666,-1.047744751,-0.211578369
,0.314544678,-0.975112915,-0.134689331
