l,X,Y,Z
,-0.015869141,-0.918746948,-0.213287354
,0.074081421,-0.612228394,-0.005340576
,0.093780518,-0.814865112,-1.21232605
,-0.420883179,-0.548492432,-1.089447021
,-0.027664185,-0.255905151,-0.813705444
,0.364028931,-0.49005127,-0.967208862
