l,X,Y,Z
,-0.016616821,-0.705581665,-0.062576294
,-0.077087402,-0.467819214,0.229248047
,-0.043289185,-1.408477783,-0.567489624
,-0.305587769,-1.002716064,-0.444274902
,0.383544922,-0.91583252,-0.181045532
