l,X,Y,Z
,0.143157959,-1.089492798,-0.127410889
,-0.003372192,-0.355514526,0.06350708
,-0.084777832,-1.588165283,-0.667724609
,-0.404647827,-1.075973511,-0.442810059
,0.304763794,-0.923583984,-0.179718018
