l,X,Y,Z
,0.055938721,-0.630767822,0.199386597
,-0.160888672,-0.466827393,-0.646377563
,-0.1902771,-0.449951172,-1.461456299
,-0.180038452,-0.238815308,-1.051086426
,0.438262939,-0.471542358,-0.705718994
