l,X,Y,Z
,0.026046753,-0.690261841,0.301742554
,0.098724365,-0.296508789,-0.96925354
,-0.057159424,-0.40524292,-1.575531006
,-0.052398682,-0.16809082,-0.989852905
,0.323303223,-0.419830322,-0.73210144
