l,X,Y,Z
,0.052337646,-0.86958313,-0.013671875
,0.098937988,-0.374008179,-0.122711182
,-0.218139648,-0.622619629,-1.188262939
,-0.319290161,-0.553009033,-1.365753174
,0.155303955,-0.268951416,-0.842193604
,0.273284912,-0.612350464,-0.617950439
