w,X,Y,Z
,-0.337936401,-0.079483032,0.621627808
,-0.1381073,-0.024246216,-1.51461792
,-0.260559082,-0.125198364,-1.651168823
,0.872055054,-0.521224976,0.265472412
,0.296325684,0.026077271,-0.196228027
,-0.576065063,-0.218597412,-1.335510254
