w,X,Y,Z
,-0.252655029,-0.624252319,0.10357666
,-0.094512939,-0.448638916,0.01020813
,0.371658325,-0.544052124,-2.174957275
,0.308654785,-0.253479004,-0.53477478
,0.413497925,-0.610015869,0.264007568
,-0.502914429,-0.690200806,-0.723434448
,-0.143859863,-0.63899231,-1.040893555
